"Data Source","World Development Indicators",

"Last Updated Date","2020-02-27",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Sweden","SWE","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","14.1999998092651","","","","","","","","","","15.3000001907349","","","","","","","","","","15.1000003814697","","","","","14.6000003814697","","","","","12.3999996185","11.8999996185","7.5999999046","7","6.5","4.9000000954","4.4000000954","5.2","3.7999999523","3.7000000477","3.6","3.3","3.1","3.1","3","2.9","2.9","2.9","2.8","2.8","2.7","2.7","2.6","2.6","","","","","","",
"Eswatini","SWZ","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","1.94478523731232","","","","","","","","","","3.37470006942749","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.1","","","","","2.1","","","","","","","","",
"Sint Maarten (Dutch part)","SXM","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","7.09832143783569","","","","","","","","","","6.49249982833862","","","","","4.94969987869263","","","","","","","","","","4.82200002670288","","","","6.28329992294312","","","","","","","","","","","","","","","","","5.7","","","3.9","","3.6","","","","","","","","",
"Syrian Arab Republic","SYR","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","1.07673752307892","","","","","","","","","","0.993399977684021","","","","","1","","","","","1.10450005531311","1.14579999446869","","","","","","","","","1.0865000486","","","","","","1.5","","1.5","1.3999999762","1.4","1.4","1.4","1.5","1.5","1.3","1.5","1.5","1.5","1.5","1.5","1.6","1.5","1.5","1.5","","","","","",
"Turks and Caicos Islands","TCA","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","0.697454333305359","","","","","","","","","","1.30999994277954","","","","","","","","","","","","","","","","","","","","","0.7200999856","","","","","","","","","","","","","","0.4","","","","","","","","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","1.44000005722046","1.51999998092651","1.5","1.45000004768372","1.45000004768372","1.44188458520241","1.58000004291534","1.71000003814697","1.76999998092651","1.85000002384186","1.78114532836121","1.98732443357415","2.0699999332428","2.14000010490417","2.20000004768372","2.22372802979862","2.29444338407189","2.23417674052301","2.26248063040223","2.31000799277205","2.12200487778165","2.36593730538755","2.47996849317457","2.53664631662264","2.35650142725527","2.27877090593764","2.27225166195359","2.27770699074498","2.29197691889198","2.34960889182059","2.57205458171574","2.54083653635241","2.4980746146049","2.25573235309062","2.5048830581539","2.44349654671127","2.40324533359501","2.0312712030734","2.20020946024361","2.96564985637942","2.42651177608378","2.10589699064507","","","3.87592853711616","2.84950197096346","3.55538825918737","3.5142490496806","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","10.1508848013733","10.6571958496608","10.6893882633295","10.7220205951885","10.7422657601517","10.2711939946803","10.0438440226037","9.80876865758522","9.64541059166199","9.37119091991002","9.16164760374964","8.79326804667185","8.3026435781496","8.0036605520295","7.77883122434928","7.65168900449807","7.82482166806834","7.55181978715196","7.49347941012228","7.22077968714688","7.12679439531286","7.09029263730966","6.90773456851296","6.86874211964245","6.85799940281462","6.68469722357279","6.5165554073239","6.45998964026772","6.36194887522994","","","","","","",
"Togo","TGO","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","1.26509189605713","","","","","","","","","","1.5333000421524","","","","","1.43990004062653","","","","","","","","","","","","","","","1.5111000538","","","","","","","","","","","","","","","0.9","","","","","","0.7","","","","","","","","",
"Thailand","THA","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","0.740034878253937","","","","","","","","","","1.13730001449585","","","","","1.11189997196198","","","","","1.53509998321533","","","","","","","","","","1.6325999498","1.6612999439","1.7066999674","","","1.9900000095","","","","2.2000000477","2.2","","2.2","","","2.1","","","","","2.1","","","","","","","","","",
"Tajikistan","TJK","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","10.6448001861572","10.6449003219604","10.6555995941162","10.6742000579834","10.6297998428345","10.6618003845","10.9629001617","11.2423000336","10.6812000275","8.9413003922","8.1999998093","7.4699997902","7.2199997902","6.9099998474","6.8000001907","6.5","6.4","6.3","6.1","6","5.9","6.1","5.4","5.3","5.2","5","4.9","4.8","4.8","","","","","","",
"Turkmenistan","TKM","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","10.4604997634888","","","","","10.6680002212524","11.122200012207","11.1049995422363","11.1293001174927","11.1934003829956","11.4849996567","11.5550003052","11.4153003693","11.678899765","11.470700264","10.2600002289","8.0100002289","7.1100001335","","","9.1","8.4","8.2","8.3","8.1","8.4","8.2","4.1","7.7","7.6","7.6","7.5","7.4","7.4","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","3.38531553524795","","","","","","","","","","3.40763282748159","","","","","","","","","","","","","","","","","","","","2.40742387900785","","","2.47844956970373","","","2.18372085171489","","","","","","","","","","","","","1.85469295030056","2.14384797948173","1.94141306358373","2.03234009064138","2.07488509973306","2.08967547696012","","","","","",
"Timor-Leste","TLS","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.9","5.9","","","","","","","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","1.84397601817328","","","","","","","","","","1.90695292166014","","","","","","","","","","1.74731054736123","1.75200058385951","","","","","","","","","1.7499535727127","","","","","","","","","","1.64367507187058","1.62365238439819","1.64686674846834","1.64657108001312","1.676196436388","1.67347394434828","1.71212481992556","1.67212202670376","1.6216907116887","1.51344452000189","1.58843149646859","1.23330757247811","0.827081150184223","1.16300785053231","1.51669671692738","","","","","",
"Tonga","TON","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","2.5","","","","","","","","","","2.59299993515015","","","","","","","","","","3.44679999351501","3.53940010070801","","","","","","","","","","","","","","","","","","","","3.2000000477","","","2.4","","","","2.4","","2.6","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","0.506308440118216","","","","","","","","","","0.585141625004685","","","","","0.626657087295665","","","","","0.729453377081621","0.731848958039213","","","","0.70908290144915","","0.702410169780223","","","","0.719413740221952","","","","","","","","","","","0.677651240192472","0.867379033029519","","0.813256917497725","","","","","","0.674261834507074","","","","","","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","1.39928903153603","","","","","","","","","","1.3586140938133","","","","","1.27867634059838","","","","","","","","","","","","","","","1.21257542231363","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","5.58956098556519","","","","","","","","","","4.94339990615845","","","","","4.98519992828369","","","","","","","","","","","5.03730010986328","","","","4","","","3.2425999641","","3.8","5.1100001335","","","","3.3","3.4000000954","","3.3","","2.6","2.7","2.7","2.5","2.6","2.1","","2.7","2.7","3","","","","","",
"Tunisia","TUN","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","2.4676616191864","","","","","","","","","","2.44429993629456","","","","","2.5","","","","","2.12579989433289","","","","","","","","","1.96570003032684","1.9167000055","2.0123000145","2.8573000431","","1.761500001","","2","1.7000000477","","","1.7","1.7","1.7","1.7","2.1","1.8","2","1.8","2","2.1","2.1","2.1","2.1","2.1","2.2","2.3","","","","",
"Turkey","TUR","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","1.70000004768372","","","","","1.79999995231628","","","","","2","","","","","2","","","","","2.20000004768372","","","","","2.09999990463257","2.09999990463257","2.09999990463257","2.09999990463257","2.09999990463257","2.4000000954","2.4000000954","2.4000000954","2.5","2.5","2.5","2.5","2.5","2.5","2.5999999046","2.1","2.2","2.3","2.2","2.2","2.3","2.3","2.3","2.3","2.5","2.5","2.5","2.7","2.7","","","","","","",
"Tuvalu","TUV","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.6","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","1.49044585227966","","","","","","","","","","","","","","","","1.43130004405975","","1.4371999502182","","1.39750003814697","","1.36580002307892","","1.30309998989105","","","","1.09039998054504","","1.024600029","","0.8902999759","","","","","","","","","","","","","","1.1","","","","0.7","","","","","","","","","",
"Uganda","UGA","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","1.4807984828949","","","","","","","","","","1.55869996547699","","","","","1.64849996566772","","","","","","1.51250004768372","","","","","","","1.3154000043869","","","0.9161999822","","","","","","","","","","","","","0.7","1","1.1","","","0.4","0.5","","","","","","","","","",
"Ukraine","UKR","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","12.143500328064","12.2532997131348","12.3577995300293","12.4448003768921","12.5909996032715","12.6949996948242","12.7875995635986","12.8506002426147","12.9303998947144","13.0064001083374","13.0130996704","12.9690999985","12.7290000916","12.470700264","12.3022003174","11.8900003433","10.8400001526","9.3699998856","9.0399999619","8.9499998093","8.8","8.8","8.9","8.8","8.7","8.7","8.7","8.7","8.7","9.4","9.4","9","8.9","8.8","","","","","","",
"Upper middle income","UMC","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","1.93642779393673","","","","","2.21073105343947","","","","","2.53187249844618","","","","","3.92210653892118","3.96624343470425","3.92108560106925","3.98460462167536","3.94968340183524","3.59371264851312","3.80767887052132","3.71995629372164","3.69425794738916","3.69133710884192","3.65260356069086","3.37676080872016","3.55227364216804","3.43215306060242","3.37668144025159","3.29765701562257","3.24018036327269","3.10151179902107","2.89689649617396","3.37874233322015","3.1002779606772","2.9227105982849","","","3.96214238805203","3.56431944012151","3.62518857755591","3.84964733518275","","","","","","","",
"Uruguay","URY","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","5.5118203163147","","","","","","","","","","5.91270017623901","","","","","5.00180006027222","","","","","","","","","","3.24580001831055","","","","","4.522600174","","","4.5","","","4.3899998665","","","","","","","1.8999999762","","2.4","2.9","2.9","","","1.2","3","2.5","2.5","2.8","","","","","",
"United States","USA","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","9.19999980926514","","","","","8.80000019073486","","","","","7.90000009536743","7.5","7.40000009536743","7.19999980926514","7.09999990463257","6.80000019073486","6.59999990463257","6.40000009536743","6.19999980926514","6.09999990463257","6","5.90000009536743","5.90000009536743","5.80000019073486","5.69999980926514","5.5","5.40000009536743","5.19999980926514","5.09999990463257","5","4.9000000954","4.8000001907","4.5999999046","4.5","4.3000001907","4.0999999046","3.9000000954","3.7999999523","3.7000000477","3.5999999046","3.5","3.5","3.4000000954","3.3","","3.2","3.1","3.1","3.1","3.1","3","2.9","2.9","2.9","","","","","","",
"Uzbekistan","UZB","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","9.17630004882813","","","","","11.8341999053955","11.9556999206543","11.9456996917725","12.2161998748779","12.2850999832153","12.48279953","10.9472999573","10.7540998459","9.394200325","8.6632995605","8.3000001907","7.9299998283","6.4800000191","5.5500001907","5.3899998665","5.3","5.3","5.5","5.5","5.3","5.2","5.1","4.8","4.7","4.6","4.4","4.3","4.2","4","","","","","","",
"St. Vincent and the Grenadines","VCT","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","4.82499980926514","","","","","","","","","","4.98859977722168","","","","","","","","","","","","","","","","","","","","4.6999998093","","","5.0152997971","","","1.8500000238","","","","","4.7","4.5","4.5","4.5","4.5","","3","","","2.6","2.7","5.2","2.5","2.6","","","","","",
"Venezuela, RB","VEN","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","0.342999994754791","0.331499993801117","0.342900007963181","","","","0.331900000572205","","0.370400011539459","0.358200013637543","0.37279999256134","2.69309997558594","2.70009994506836","2.59829998016357","2.49959993362427","","2.6779000759","2.6775999069","2.5729999542","2.5999999046","","","1.4700000286","","","","","0.8000000119","","0.9","","","","1.3","","1.1","","0.9","","","0.8","","","","","",
"British Virgin Islands","VGB","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.8000001907","","","","","","18.6800003052","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","3.49729990959167","3.69609999656677","","","","","","","","3.30170011520386","3.8329000473","","","","","","","1.6699999571","","","","2.4000000954","1.4","","2.8","2.6","2.66","","2.9","3.1","2","","2.5","","2.6","","","","","",
"Vanuatu","VUT","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","5.43076944351196","","","","","","","","","","10.7349004745483","","","","","","","","","","6.1793999671936","","","","","","","","","","","","","","","","","","","","","3.0999999046","","3.7","","4.1","","","1.7","","","","","","","","","","","",
"World","WLD","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","3.07868576187607","","","","","2.39763830885296","","","","","3.59526681296451","","","","","4.12557625085772","","","","","3.64927624074345","3.4292390791487","","","","","","","","","","","2.87597136726796","3.05846045230167","","2.87934988664612","","","","","","2.70476928109424","","","","","","","","",
"Samoa","WSM","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","5","","","","","","","","","","4.55819988250732","","","","","","","","","","4.4967999458313","4.36399984359741","","","","","","","","","","","","","","","","","","","3.2999999523","","1.5","2.04","","1","","","","","","","","","","","","","","",
"Kosovo","XKX","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","0.454545468091965","","","","","","","","","","0.809700012207031","","","","","0.865499973297119","","","","","","","","","","","","","","","0.8361999989","","","","","","0.6899999976","","0.6000000238","","0.6","0.6","0.6","0.6","0.6","0.6","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","","","","","",
"South Africa","ZAF","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8","","","","","","","","","","","","","","",
"Zambia","ZMB","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","2.80165553092957","","","","","","","","","","3.16109991073608","","","","","3.33680009841919","","","","","","3.48219990730286","","","","","","","","","","","","","","","","","","","","","","","2","","","","1.9","","2","","","","","","","","","",
"Zimbabwe","ZWE","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","3.87664604187012","","","","","","","","","","3.49539995193481","","","","","3.31369996070862","","","","","3.00270009040833","","","","","1.39359998703003","","1.94079995155334","","","0.5105000138","","","","","","","","","","","","","","","","3","","","","","1.7","","","","","","","","",
